masa_A
t x y
0,000000000E0 -5,092568093E1 -3,570558591E1
3,333333333E-2 -5,089689358E1 -3,521565145E1
6,666666667E-2 -5,119273455E1 -3,524352080E1
1,000000000E-1 -5,138496862E1 -3,507959438E1
1,333333333E-1 -5,123439588E1 -3,521846850E1
1,666666667E-1 -5,149749254E1 -3,488372331E1
2,000000000E-1 -5,154609764E1 -3,502900037E1
2,333333333E-1 -5,139000397E1 -3,543742172E1
2,666666667E-1 -5,145961038E1 -3,523753211E1
3,000000000E-1 -5,145472411E1 -3,490176615E1
3,333333333E-1 -5,144877715E1 -3,484763386E1
3,666666667E-1 -5,160354813E1 -3,463452438E1
4,000000000E-1 -5,169861083E1 -3,421162329E1
4,333333333E-1 -5,170728166E1 -3,416455979E1
4,666666667E-1 -5,179932796E1 -3,420374452E1
5,000000000E-1 -5,194136486E1 -3,416399193E1
5,333333333E-1 -5,202478621E1 -3,414489810E1
5,666666667E-1 -5,174168849E1 -3,411796169E1
6,000000000E-1 -5,182631116E1 -3,427066867E1
6,333333333E-1 -5,221240675E1 -3,412598888E1
6,666666667E-1 -5,199772351E1 -3,407589879E1
7,000000000E-1 -5,214210451E1 -3,387072885E1
7,333333333E-1 -5,209346637E1 -3,411297371E1
7,666666667E-1 -5,211622427E1 -3,412550475E1
8,000000000E-1 -5,215400698E1 -3,388840905E1
8,333333333E-1 -5,221945931E1 -3,407690826E1
8,666666667E-1 -5,207384711E1 -3,415961485E1
9,000000000E-1 -5,168458049E1 -3,405720194E1
9,333333333E-1 -5,187982044E1 -3,390678554E1
9,666666667E-1 -5,165557543E1 -3,386248480E1
1,000000000E0 -5,146144034E1 -3,357374900E1
1,033333333E0 -5,234054110E1 -3,323950765E1
1,066666667E0 -5,193388903E1 -3,363242348E1
1,100000000E0 -5,190902374E1 -3,321306558E1
1,133333333E0 -5,276673775E1 -3,298942663E1
1,166666667E0 -5,245911188E1 -3,330001217E1
1,200000000E0 -5,280321129E1 -3,280897816E1
1,233333333E0 -5,336057654E1 -3,299902406E1
1,266666667E0 -5,329858418E1 -3,276688354E1
1,300000000E0 -5,296819917E1 -3,231537547E1
1,333333333E0 -5,299698917E1 -3,315152003E1
1,366666667E0 -5,288304716E1 -3,262321228E1
1,400000000E0 -5,279534448E1 -3,290157339E1
1,433333333E0 -5,294389978E1 -3,262808896E1
1,466666667E0 -5,374001863E1 -3,189947895E1
1,500000000E0 -5,337958853E1 -3,207673636E1
1,533333333E0 -5,322425269E1 -3,249470196E1
1,566666667E0 -5,323437663E1 -3,200685516E1
1,600000000E0 -5,387623679E1 -3,213105360E1
1,633333333E0 -5,307956961E1 -3,206832175E1
1,666666667E0 -5,351898490E1 -3,208844568E1
1,700000000E0 -5,326228176E1 -3,196105404E1
1,733333333E0 -5,371946658E1 -3,185942880E1
1,766666667E0 -5,370625518E1 -3,154727303E1
1,800000000E0 -5,399036931E1 -3,192781018E1
1,833333333E0 -5,379698300E1 -3,187698438E1
1,866666667E0 -5,382377056E1 -3,173962069E1
