masa_A
t x y
0,000000000E0 4,860498974E0 -6,706252364E1
3,333333333E-2 4,642172993E0 -6,685207465E1
6,666666667E-2 4,612435960E0 -6,691957555E1
1,000000000E-1 4,282720822E0 -6,650804590E1
1,333333333E-1 3,855033175E0 -6,658633651E1
1,666666667E-1 3,925538235E0 -6,680339435E1
2,000000000E-1 3,791430443E0 -6,662530282E1
2,333333333E-1 3,772093400E0 -6,656783110E1
2,666666667E-1 3,471125602E0 -6,655399417E1
3,000000000E-1 3,334654185E0 -6,656525518E1
3,333333333E-1 3,327470935E0 -6,691002126E1
3,666666667E-1 3,151680061E0 -6,657656782E1
4,000000000E-1 2,889487654E0 -6,672776831E1
4,333333333E-1 2,728272906E0 -6,679811503E1
4,666666667E-1 3,039636456E0 -6,706705693E1
5,000000000E-1 2,711132920E0 -6,709944146E1
5,333333333E-1 2,440270326E0 -6,708769280E1
5,666666667E-1 2,251372755E0 -6,701495548E1
6,000000000E-1 2,168416444E0 -6,675659237E1
6,333333333E-1 2,266705230E0 -6,678746129E1
6,666666667E-1 2,264860249E0 -6,673539457E1
7,000000000E-1 2,184655261E0 -6,665173306E1
7,333333333E-1 2,131564142E0 -6,677477929E1
7,666666667E-1 2,360229061E0 -6,679623737E1
8,000000000E-1 2,135044342E0 -6,690894380E1
8,333333333E-1 2,295647109E0 -6,717305715E1
8,666666667E-1 2,334063425E0 -6,676971846E1
9,000000000E-1 1,633684909E0 -6,712445929E1
9,333333333E-1 1,442773917E0 -6,683010855E1
9,666666667E-1 1,187279936E0 -6,691885999E1
1,000000000E0 1,229628653E0 -6,671400916E1
1,033333333E0 1,279506900E0 -6,666010847E1
1,066666667E0 1,022279473E0 -6,723141272E1
1,100000000E0 1,053901126E0 -6,674846190E1
1,133333333E0 9,833964795E-1 -6,733877968E1
1,166666667E0 7,451605970E-1 -6,745432075E1
1,200000000E0 5,199748639E-1 -6,680919065E1
1,233333333E0 3,140396627E-1 -6,654023343E1
1,266666667E0 1,225039021E-2 -6,669417340E1
1,300000000E0 2,196308921E-1 -6,653673941E1
1,333333333E0 1,463308580E-1 -6,670729669E1
1,366666667E0 -1,265248454E-1 -6,656962391E1
1,400000000E0 2,842289069E-1 -6,622229712E1
1,433333333E0 2,564068173E-1 -6,639844255E1
1,466666667E0 -1,803206312E-1 -6,635347603E1
1,500000000E0 -1,224131357E-1 -6,633041555E1
1,533333333E0 -1,675396016E-1 -6,651538981E1
1,566666667E0 -1,984385300E-1 -6,652926924E1
1,600000000E0 -1,477894889E-1 -6,647668503E1
1,633333333E0 -1,287397868E-1 -6,649280582E1
1,666666667E0 -7,143778424E-2 -6,654532178E1
1,700000000E0 -5,994201489E-1 -6,641548813E1
1,733333333E0 -3,920880619E-1 -6,631680219E1
1,766666667E0 -1,680721639E-1 -6,618771090E1
1,800000000E0 -2,932593478E-1 -6,631472350E1
1,833333333E0 -5,096542975E-1 -6,642898846E1
1,866666667E0 -5,000680810E-1 -6,634075801E1
1,900000000E0 -5,984491843E-1 -6,638147680E1
1,933333333E0 -7,332860263E-1 -6,637843354E1
1,966666667E0 -8,266674069E-1 -6,629149708E1
2,000000000E0 -9,888686131E-1 -6,630036022E1
2,033333333E0 -1,092198163E0 -6,629185843E1
2,066666667E0 -1,219948834E0 -6,628080917E1
2,100000000E0 -1,331724521E0 -6,608140934E1
2,133333333E0 -1,995273822E0 -6,626747967E1
2,166666667E0 -1,654377828E0 -6,606410452E1
2,200000000E0 -1,722202375E0 -6,602376025E1
2,233333333E0 -1,880255932E0 -6,585453270E1
2,266666667E0 -1,891614876E0 -6,583886936E1
2,300000000E0 -1,879178226E0 -6,581770192E1
2,333333333E0 -1,643015925E0 -6,589275860E1
2,366666667E0 -2,076336361E0 -6,590101357E1
2,400000000E0 -2,055399707E0 -6,578859339E1
2,433333333E0 -2,076397987E0 -6,576355960E1
2,466666667E0 -2,289706440E0 -6,590301078E1
2,500000000E0 -2,132608425E0 -6,605417014E1
2,533333333E0 -2,374889387E0 -6,612681518E1
2,566666667E0 -2,587044337E0 -6,601617632E1
2,600000000E0 -2,860692626E0 -6,602541666E1
2,633333333E0 -2,641294443E0 -6,614708055E1
2,666666667E0 -2,216368026E0 -6,579129658E1
2,700000000E0 -2,404299333E0 -6,586728921E1
2,733333333E0 -2,629524318E0 -6,579740137E1
2,766666667E0 -2,787646067E0 -6,556750440E1
2,800000000E0 -3,300267665E0 -6,548087700E1
2,833333333E0 -3,344987347E0 -6,582955788E1
2,866666667E0 -3,461935914E0 -6,546343345E1
2,900000000E0 -3,291110897E0 -6,508280750E1
2,933333333E0 -2,594518071E0 -6,564265934E1
2,966666667E0 -3,264736439E0 -6,603455395E1
3,000000000E0 -3,600579629E0 -6,599187575E1
3,033333333E0 -3,612480449E0 -6,582518032E1
3,066666667E0 -3,760051624E0 -6,548791486E1
3,101666667E0 -3,843321919E0 -6,549436792E1
3,135000000E0 -3,900244889E0 -6,521189935E1
3,168333333E0 -4,084497250E0 -6,563994785E1
3,201666667E0 -4,138949289E0 -6,544125999E1
3,235000000E0 -4,196904400E0 -6,577913618E1
3,268333333E0 -4,433304972E0 -6,554530139E1
3,301666667E0 -4,341963827E0 -6,554587228E1
3,335000000E0 -4,302117010E0 -6,579046024E1
3,368333333E0 -4,465508630E0 -6,528985358E1
3,401666667E0 -4,881692340E0 -6,502684968E1
3,435000000E0 -4,576369388E0 -6,553755421E1
3,468333333E0 -4,510272882E0 -6,558238897E1
3,501666667E0 -4,648124315E0 -6,531001151E1
3,535000000E0 -4,701830622E0 -6,498837496E1
3,568333333E0 -4,815304215E0 -6,502342242E1
3,601666667E0 -4,916029218E0 -6,499270658E1
3,635000000E0 -4,969096105E0 -6,505226676E1
3,668333333E0 -5,128467605E0 -6,494143816E1
3,701666667E0 -5,231282386E0 -6,481937168E1
3,735000000E0 -5,455646980E0 -6,531064284E1
3,768333333E0 -5,340356276E0 -6,512585262E1
3,801666667E0 -5,129583938E0 -6,520557221E1
3,835000000E0 -5,896698010E0 -6,521666760E1
3,868333333E0 -5,904340272E0 -6,521090329E1
3,901666667E0 -5,710241661E0 -6,525214899E1
3,935000000E0 -5,929732876E0 -6,525194965E1
3,968333333E0 -5,887567058E0 -6,510157918E1
4,001666667E0 -6,207504006E0 -6,507581588E1
4,035000000E0 -6,123524425E0 -6,510437173E1
4,068333333E0 -6,272408648E0 -6,497446275E1
4,101666667E0 -6,507097442E0 -6,496395930E1
4,135000000E0 -6,463904611E0 -6,476930119E1
4,168333333E0 -5,902168265E0 -6,475753031E1
4,201666667E0 -6,280083716E0 -6,451360778E1
4,235000000E0 -7,309686941E0 -6,472602500E1
4,268333333E0 -6,731711972E0 -6,443789420E1
4,301666667E0 -6,904185173E0 -6,451231941E1
4,335000000E0 -7,186831414E0 -6,445808404E1
4,368333333E0 -7,573906151E0 -6,450750611E1
4,401666667E0 -7,408933231E0 -6,385503172E1
4,435000000E0 -7,646754859E0 -6,391781041E1
4,468333333E0 -7,688955987E0 -6,419043589E1
4,501666667E0 -7,739533543E0 -6,452089834E1
4,535000000E0 -7,727110255E0 -6,444075891E1
4,568333333E0 -8,215599171E0 -6,467073495E1
4,601666667E0 -8,220664811E0 -6,457567321E1
4,635000000E0 -8,322600593E0 -6,439253520E1
4,668333333E0 -8,705470349E0 -6,405807644E1
4,701666667E0 -8,283261766E0 -6,455076292E1
4,735000000E0 -8,055441808E0 -6,439956688E1
4,768333333E0 -7,940208381E0 -6,443130127E1
4,801666667E0 -7,996602117E0 -6,419640175E1
4,835000000E0 -8,231584631E0 -6,411252601E1
4,868333333E0 -9,012779217E0 -6,415564378E1
4,901666667E0 -8,404224369E0 -6,429712696E1
4,935000000E0 -8,525524828E0 -6,393165828E1
4,968333333E0 -8,260924137E0 -6,398684605E1
5,001666667E0 -8,584200708E0 -6,399116725E1
5,035000000E0 -8,748387381E0 -6,395582631E1
5,068333333E0 -8,902538520E0 -6,374970794E1
5,101666667E0 -8,380687477E0 -6,401787789E1
5,135000000E0 -8,536433687E0 -6,395749641E1
5,168333333E0 -8,911785665E0 -6,427514234E1
5,201666667E0 -8,739198873E0 -6,399005117E1
5,235000000E0 -8,650741372E0 -6,394684629E1
5,268333333E0 -8,817912463E0 -6,419532056E1
5,301666667E0 -8,747250656E0 -6,373598216E1
5,335000000E0 -9,059007075E0 -6,376458567E1
5,368333333E0 -9,021139474E0 -6,349964284E1
5,401666667E0 -8,849634284E0 -6,326046949E1
