masa_A
t x y
0,000000000E0 -6,295799425E1 4,013444952E1
3,333333333E-2 -6,295404107E1 4,017347565E1
6,666666667E-2 -6,294803624E1 4,019698785E1
1,000000000E-1 -6,294074089E1 4,022574590E1
1,333333333E-1 -6,290644340E1 4,034911506E1
1,666666667E-1 -6,300202438E1 4,037864701E1
2,000000000E-1 -6,257417127E1 4,040850994E1
2,333333333E-1 -6,251182245E1 4,040812907E1
2,666666667E-1 -6,253522811E1 4,041156478E1
3,000000000E-1 -6,244857082E1 4,049450136E1
3,333333333E-1 -6,240713665E1 4,061305359E1
3,666666667E-1 -6,235969909E1 4,065515974E1
4,000000000E-1 -6,239606608E1 4,072601098E1
4,333333333E-1 -6,243094818E1 4,085445157E1
4,666666667E-1 -6,221825393E1 4,093547954E1
5,000000000E-1 -6,215239532E1 4,120980242E1
5,333333333E-1 -6,210291153E1 4,112042305E1
5,666666667E-1 -6,197586476E1 4,121222411E1
6,000000000E-1 -6,192519709E1 4,103355340E1
6,333333333E-1 -6,183501144E1 4,114322464E1
6,666666667E-1 -6,172767416E1 4,110424446E1
7,000000000E-1 -6,190442552E1 4,113135701E1
7,333333333E-1 -6,169144752E1 4,119486194E1
7,666666667E-1 -6,147235137E1 4,118181173E1
8,000000000E-1 -6,154011633E1 4,091740540E1
8,333333333E-1 -6,152672746E1 4,118919868E1
8,666666667E-1 -6,141750845E1 4,171703013E1
9,000000000E-1 -6,090109490E1 4,126671513E1
9,333333333E-1 -6,087109304E1 4,122274860E1
9,666666667E-1 -6,088060868E1 4,118888991E1
1,000000000E0 -6,092901665E1 4,115141552E1
1,033333333E0 -6,093195147E1 4,117562892E1
1,066666667E0 -6,084628262E1 4,135837750E1
1,100000000E0 -6,084405463E1 4,150360064E1
1,133333333E0 -6,093498519E1 4,165506909E1
1,166666667E0 -6,090627703E1 4,167073299E1
1,200000000E0 -6,110723969E1 4,178484341E1
1,233333333E0 -6,101078164E1 4,186524031E1
1,266666667E0 -6,079562239E1 4,186151848E1
1,300000000E0 -6,073671643E1 4,193184678E1
1,333333333E0 -6,064621807E1 4,197910639E1
1,366666667E0 -6,046515918E1 4,197888283E1
1,400000000E0 -6,038742435E1 4,195066593E1
1,433333333E0 -6,057411326E1 4,210488171E1
1,466666667E0 -6,046806949E1 4,195911274E1
1,500000000E0 -6,055701125E1 4,214409612E1
1,533333333E0 -6,065582793E1 4,244140994E1
1,566666667E0 -6,061090780E1 4,247889589E1
1,600000000E0 -6,036944851E1 4,270498692E1
1,633333333E0 -6,034064682E1 4,280607325E1
1,666666667E0 -5,985729402E1 4,273478082E1
1,700000000E0 -5,966306098E1 4,292332687E1
1,733333333E0 -5,974056719E1 4,296934146E1
1,766666667E0 -5,962931668E1 4,288574101E1
1,800000000E0 -5,934465540E1 4,276776376E1
1,833333333E0 -5,958368997E1 4,298693521E1
1,866666667E0 -5,954517187E1 4,305087227E1
1,900000000E0 -5,936315520E1 4,312291462E1
1,933333333E0 -5,912995125E1 4,323331291E1
1,966666667E0 -5,910233962E1 4,321170464E1
2,000000000E0 -5,907014524E1 4,322243185E1
2,033333333E0 -5,908183062E1 4,325946980E1
2,066666667E0 -5,909600323E1 4,322508814E1
2,100000000E0 -5,887283938E1 4,324284429E1
